,yearMonth,country,firstUserDefaultChannelGroup,activeUsers,newUsers,Sessions,engagedSessions,screenPageViews,averageSessionDuration,demande_contact_realisee,first_visit,interet_par_les_catalogues,page_view,session_start,download,returningUsers,bounces,SessionsDuration,activeUsers_LY,newUsers_LY,Sessions_LY,engagedSessions_LY,screenPageViews_LY,averageSessionDuration_LY,download_LY,returningUsers_LY,bounces_LY,SessionsDuration_LY
850,2024-10 Oct,Brazil,Organic Search,8.0,3.0,9.0,6.0,22.0,292.39456,,,,,,,5.0,3.0,1754.3674,6.0,6.0,6.0,4.0,28.0,475.41138,,0.0,2.0,1901.6455
851,2024-10 Oct,Cambodia,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
852,2024-10 Oct,Canada,Direct,4.0,4.0,5.0,2.0,9.0,33.71462,,,,,,,0.0,3.0,67.42924,3.0,3.0,3.0,1.0,5.0,11.760044,,0.0,2.0,11.760044
853,2024-10 Oct,Canada,Organic Search,24.0,23.0,25.0,13.0,39.0,89.70297,,,,,,,1.0,12.0,1166.1387,23.0,23.0,23.0,8.0,38.0,19.365025,,0.0,15.0,154.9202
854,2024-10 Oct,Canada,Referral,1.0,1.0,1.0,1.0,5.0,289.37097,,,,,,,0.0,0.0,289.37097,,,,,,,,,,
855,2024-10 Oct,Chile,Direct,2.0,2.0,2.0,1.0,3.0,38.36909,,,,,,,0.0,1.0,38.36909,,,,,,,,,,
856,2024-10 Oct,Hungary,Organic Search,6.0,6.0,6.0,6.0,31.0,317.58215,,,,,,,0.0,0.0,1905.4929,5.0,4.0,9.0,6.0,41.0,158.97656,,1.0,3.0,953.8594
857,2024-10 Oct,Finland,Direct,131.0,139.0,136.0,21.0,153.0,2.6627693,,,,,,,-8.0,115.0,55.918156,30.0,30.0,30.0,1.0,33.0,2.3599858,,0.0,29.0,2.3599858
858,2024-10 Oct,India,Organic Search,14.0,14.0,15.0,9.0,28.0,160.66591,,,,,,,0.0,6.0,1445.9932,4.0,3.0,4.0,3.0,21.0,52.995068,,1.0,1.0,158.9852
859,2024-10 Oct,Monaco,Direct,1.0,1.0,1.0,1.0,1.0,1360.5748,,,,,,,0.0,0.0,1360.5748,,,,,,,,,,
860,2024-10 Oct,Morocco,Direct,2.0,2.0,3.0,2.0,5.0,29.833946,,,,,,,0.0,1.0,59.667892,6.0,6.0,7.0,2.0,8.0,6.560764,,0.0,5.0,13.121528
861,2024-10 Oct,Morocco,Organic Search,14.0,14.0,21.0,12.0,37.0,218.13333,,,,,,,0.0,9.0,2617.6,34.0,34.0,36.0,9.0,49.0,71.41034,,0.0,27.0,642.69305
862,2024-10 Oct,Netherlands,Direct,215.0,223.0,236.0,102.0,446.0,93.30842,,,,,,,-8.0,134.0,9517.459,34.0,33.0,34.0,4.0,50.0,6.590542,,1.0,30.0,26.362167
863,2024-10 Oct,Netherlands,Organic Search,54.0,52.0,58.0,33.0,161.0,172.69322,,,,,,,2.0,25.0,5698.8765,16.0,16.0,21.0,15.0,80.0,139.11275,,0.0,6.0,2086.6912
864,2024-10 Oct,New Caledonia,Organic Search,5.0,5.0,7.0,6.0,13.0,316.67825,,,,,,,0.0,1.0,1900.0696,5.0,5.0,5.0,4.0,13.0,167.7729,,0.0,1.0,671.0916
865,2024-10 Oct,New Zealand,Direct,1.0,1.0,1.0,1.0,8.0,519.97314,,,,,,,0.0,0.0,519.97314,,,,,,,,,,
866,2024-10 Oct,New Zealand,Organic Search,5.0,3.0,7.0,5.0,24.0,699.4988,,,,,,,2.0,2.0,3497.494,1.0,1.0,1.0,0.0,1.0,4.990332,,0.0,1.0,0.0
867,2024-10 Oct,Norway,Direct,2.0,2.0,7.0,2.0,27.0,221.85919,,,,,,,0.0,5.0,443.71838,2.0,1.0,2.0,2.0,12.0,75.30752,,1.0,0.0,150.61504
868,2024-10 Oct,Norway,Organic Search,3.0,3.0,3.0,2.0,5.0,95.73891,,,,,,,0.0,1.0,191.47781,,,,,,,,,,
869,2024-10 Oct,Pakistan,Organic Search,2.0,2.0,2.0,1.0,3.0,128.8497,,,,,,,0.0,1.0,128.8497,1.0,1.0,1.0,1.0,5.0,141.35342,,0.0,0.0,141.35342
870,2024-10 Oct,Philippines,Direct,1.0,1.0,1.0,1.0,1.0,36.666573,,,,,,,0.0,0.0,36.666573,,,,,,,,,,
871,2024-10 Oct,Philippines,Organic Search,4.0,4.0,4.0,3.0,8.0,41.227097,,,,,,,0.0,1.0,123.68129,1.0,1.0,1.0,1.0,3.0,61.409115,,0.0,0.0,61.409115
872,2024-10 Oct,Poland,Direct,2.0,1.0,3.0,3.0,13.0,62.886993,,,,,,,1.0,0.0,188.66098,1.0,1.0,1.0,1.0,2.0,53.762604,,0.0,0.0,53.762604
873,2024-10 Oct,Poland,Organic Search,7.0,7.0,9.0,6.0,12.0,210.14847,,,,,,,0.0,3.0,1260.8909,1.0,1.0,1.0,1.0,2.0,34.816723,,0.0,0.0,34.816723
874,2024-10 Oct,Portugal,Direct,11.0,9.0,20.0,16.0,73.0,636.07837,,,,,,,2.0,4.0,10177.254,14.0,13.0,15.0,11.0,70.0,141.84048,,1.0,4.0,1560.2454
875,2024-10 Oct,Indonesia,Direct,8.0,4.0,14.0,7.0,47.0,160.51767,,,,,,,4.0,7.0,1123.6237,5.0,4.0,9.0,6.0,64.0,756.1019,,1.0,3.0,4536.6113
876,2024-10 Oct,Romania,Direct,2.0,2.0,3.0,2.0,6.0,300.98993,,,,,,,0.0,1.0,601.97986,2.0,2.0,2.0,1.0,10.0,584.64557,,0.0,1.0,584.64557
877,2024-10 Oct,Romania,Organic Search,3.0,3.0,3.0,2.0,5.0,18.392935,,,,,,,0.0,1.0,36.78587,2.0,2.0,5.0,2.0,17.0,94.70117,,0.0,3.0,189.40234
878,2024-10 Oct,Russia,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
879,2024-10 Oct,Réunion,Direct,1.0,0.0,1.0,1.0,1.0,43.26784,,,,,,,1.0,0.0,43.26784,5.0,5.0,9.0,1.0,10.0,140.80406,,0.0,8.0,140.80406
880,2024-10 Oct,Réunion,Organic Search,1.0,1.0,1.0,1.0,2.0,360.82083,,,,,,,0.0,0.0,360.82083,2.0,2.0,2.0,0.0,2.0,4.596483,,0.0,2.0,0.0
881,2024-10 Oct,Saudi Arabia,Organic Search,6.0,6.0,7.0,3.0,12.0,309.78946,,,,,,,0.0,4.0,929.3684,2.0,2.0,2.0,0.0,2.0,2.5002944,,0.0,2.0,0.0
882,2024-10 Oct,Senegal,Organic Search,2.0,2.0,2.0,2.0,2.0,27.589422,,,,,,,0.0,0.0,55.178844,3.0,3.0,3.0,0.0,3.0,3.7702017,,0.0,3.0,0.0
883,2024-10 Oct,Serbia,Direct,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,0.0
884,2024-10 Oct,Serbia,Organic Search,1.0,1.0,1.0,1.0,1.0,90.56499,,,,,,,0.0,0.0,90.56499,1.0,1.0,1.0,1.0,5.0,107.062294,,0.0,0.0,107.062294
885,2024-10 Oct,Singapore,Direct,6.0,5.0,7.0,1.0,7.0,3.6139445,,,,,,,1.0,6.0,3.6139445,2.0,2.0,2.0,1.0,4.0,9.391447,,0.0,1.0,9.391447
886,2024-10 Oct,Singapore,Organic Search,4.0,4.0,4.0,1.0,5.0,63.437176,,,,,,,0.0,3.0,63.437176,,,,,,,,,,
887,2024-10 Oct,Monaco,Organic Search,6.0,5.0,15.0,9.0,44.0,240.29886,,,,,,,1.0,6.0,2162.6897,1.0,0.0,5.0,2.0,21.0,60.011963,,1.0,3.0,120.023926
888,2024-10 Oct,Portugal,Organic Search,16.0,13.0,27.0,16.0,91.0,277.74448,,,,,,,3.0,11.0,4443.9116,11.0,8.0,22.0,16.0,235.0,1809.2085,,3.0,6.0,28947.336
889,2024-10 Oct,Mexico,Organic Search,1.0,1.0,1.0,1.0,1.0,15.722651,,,,,,,0.0,0.0,15.722651,,,,,,,,,,
890,2024-10 Oct,Libya,Direct,1.0,1.0,1.0,1.0,2.0,114.27178,,,,,,,0.0,0.0,114.27178,,,,,,,,,,
891,2024-10 Oct,Mexico,Direct,2.0,2.0,3.0,1.0,5.0,621.19684,,,,,,,0.0,2.0,621.19684,,,,,,,,,,
892,2024-10 Oct,Indonesia,Organic Search,25.0,22.0,30.0,22.0,82.0,285.7418,,,,,,,3.0,8.0,6286.3193,24.0,18.0,34.0,22.0,131.0,182.00908,,6.0,12.0,4004.1997
893,2024-10 Oct,Iran,Organic Search,1.0,1.0,1.0,1.0,1.0,89.74228,,,,,,,0.0,0.0,89.74228,1.0,1.0,1.0,0.0,1.0,5.53388,,0.0,1.0,0.0
894,2024-10 Oct,Iraq,Organic Search,2.0,2.0,2.0,1.0,3.0,38.20538,,,,,,,0.0,1.0,38.20538,,,,,,,,,,
895,2024-10 Oct,Ireland,Direct,209.0,216.0,210.0,57.0,247.0,7.6005383,,,,,,,-7.0,153.0,433.23068,2.0,1.0,2.0,1.0,5.0,20.203035,,1.0,1.0,20.203035
896,2024-10 Oct,Ireland,Organic Search,8.0,8.0,10.0,6.0,40.0,95.06449,,,,,,,0.0,4.0,570.38696,,,,,,,,,,
897,2024-10 Oct,Italy,Direct,16.0,11.0,28.0,18.0,68.0,387.50226,,,,,,,5.0,10.0,6975.0405,9.0,9.0,13.0,9.0,57.0,282.5293,,0.0,4.0,2542.7637
898,2024-10 Oct,Italy,Organic Search,21.0,19.0,32.0,25.0,116.0,267.995,,,,,,,2.0,7.0,6699.875,16.0,15.0,19.0,15.0,95.0,207.1105,,1.0,4.0,3106.6575
899,2024-10 Oct,Japan,Organic Search,3.0,3.0,3.0,1.0,3.0,0.7151163,,,,,,,0.0,2.0,0.7151163,1.0,1.0,1.0,0.0,1.0,5.345776,,0.0,1.0,0.0
900,2024-10 Oct,Kenya,Organic Search,2.0,2.0,2.0,1.0,3.0,11.698139,,,,,,,0.0,1.0,11.698139,,,,,,,,,,
901,2024-10 Oct,Kuwait,Organic Search,1.0,1.0,1.0,1.0,1.0,13.454868,,,,,,,0.0,0.0,13.454868,1.0,1.0,1.0,0.0,1.0,5.009641,,0.0,1.0,0.0
902,2024-10 Oct,Latvia,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
903,2024-10 Oct,Lebanon,Organic Search,1.0,1.0,1.0,1.0,1.0,46.851246,,,,,,,0.0,0.0,46.851246,1.0,1.0,1.0,0.0,1.0,5.04883,,0.0,1.0,0.0
904,2024-10 Oct,Israel,Organic Search,4.0,4.0,4.0,2.0,5.0,161.516,,,,,,,0.0,2.0,323.032,1.0,1.0,1.0,0.0,1.0,5.047458,,0.0,1.0,0.0
905,2024-10 Oct,Lithuania,Organic Search,2.0,2.0,2.0,1.0,9.0,147.2594,,,,,,,0.0,1.0,147.2594,1.0,1.0,1.0,0.0,1.0,4.861417,,0.0,1.0,0.0
906,2024-10 Oct,Malaysia,Organic Search,6.0,6.0,7.0,4.0,6.0,212.45595,,,,,,,0.0,3.0,849.8238,,,,,,,,,,
907,2024-10 Oct,Mauritius,Organic Search,4.0,4.0,7.0,6.0,59.0,1185.5319,,,,,,,0.0,1.0,7113.1914,4.0,4.0,4.0,2.0,10.0,50.652576,,0.0,2.0,101.30515
908,2024-10 Oct,Luxembourg,Direct,3.0,3.0,5.0,2.0,13.0,149.60986,,,,,,,0.0,3.0,299.21973,2.0,1.0,3.0,3.0,27.0,582.76587,,1.0,0.0,1748.2976
909,2024-10 Oct,Mauritius,Direct,2.0,2.0,3.0,3.0,11.0,128.85573,,,,,,,0.0,0.0,386.5672,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,1.0,0.0
910,2024-10 Oct,Martinique,Organic Search,6.0,6.0,8.0,5.0,14.0,292.685,,,,,,,0.0,3.0,1463.425,2.0,2.0,2.0,0.0,2.0,2.3259554,,0.0,2.0,0.0
911,2024-10 Oct,Mali,Organic Search,2.0,2.0,2.0,1.0,2.0,6.98805,,,,,,,0.0,1.0,6.98805,,,,,,,,,,
912,2024-10 Oct,Madagascar,Organic Search,1.0,0.0,4.0,2.0,81.0,420.7023,,,,,,,1.0,2.0,841.4046,9.0,7.0,19.0,14.0,173.0,1046.5659,,2.0,5.0,14651.923
913,2024-10 Oct,Madagascar,Direct,2.0,1.0,2.0,0.0,5.0,95.64755,,,,,,,1.0,2.0,0.0,59.0,59.0,60.0,14.0,295.0,159.39963,,0.0,46.0,2231.5947
914,2024-10 Oct,Luxembourg,Referral,1.0,1.0,1.0,0.0,1.0,6.348431,,,,,,,0.0,1.0,0.0,,,,,,,,,,
915,2024-10 Oct,Luxembourg,Organic Search,7.0,7.0,12.0,7.0,44.0,258.1367,,,,,,,0.0,5.0,1806.9568,9.0,8.0,9.0,2.0,27.0,36.530876,,1.0,7.0,73.06175
916,2024-09 Sep,Hungary,Direct,3.0,3.0,3.0,1.0,3.0,37.496426,,,,,,,0.0,2.0,37.496426,2.0,0.0,2.0,1.0,5.0,48.685665,,2.0,1.0,48.685665
917,2024-09 Sep,Hong Kong,Organic Search,5.0,5.0,6.0,4.0,13.0,163.55028,,,,,,,0.0,2.0,654.2011,1.0,1.0,1.0,0.0,1.0,5.033407,,0.0,1.0,0.0
918,2024-09 Sep,Greece,Organic Search,2.0,2.0,2.0,1.0,7.0,40.16345,,,,,,,0.0,1.0,40.16345,1.0,1.0,1.0,0.0,1.0,4.744197,,0.0,1.0,0.0
919,2024-09 Sep,Hong Kong,Direct,2.0,2.0,2.0,2.0,2.0,180.85207,,,,,,,0.0,0.0,361.70413,1.0,1.0,2.0,1.0,3.0,25.12118,,0.0,1.0,25.12118
920,2024-09 Sep,Guinea,Organic Search,1.0,1.0,2.0,1.0,2.0,52.982613,,,,,,,0.0,1.0,52.982613,,,,,,,,,,
921,2024-09 Sep,Guinea,Direct,1.0,1.0,1.0,1.0,3.0,64.88133,,,,,,,0.0,0.0,64.88133,,,,,,,,,,
922,2024-09 Sep,Hungary,Organic Search,8.0,6.0,9.0,8.0,38.0,357.21704,,,,,,,2.0,1.0,2857.7363,9.0,6.0,11.0,7.0,48.0,593.97656,,3.0,4.0,4157.836
923,2024-09 Sep,Guadeloupe,Organic Search,6.0,5.0,6.0,6.0,19.0,209.46454,,,,,,,1.0,0.0,1256.7872,8.0,7.0,13.0,7.0,40.0,191.57703,,1.0,6.0,1341.0392
924,2024-09 Sep,Guadeloupe,Direct,2.0,1.0,3.0,3.0,36.0,1648.2277,,,,,,,1.0,0.0,4944.683,,,,,,,,,,
925,2024-09 Sep,France,Referral,16.0,11.0,32.0,24.0,108.0,250.85098,,,,,,,5.0,8.0,6020.424,34.0,26.0,45.0,24.0,123.0,80.860374,,8.0,21.0,1940.6489
926,2024-09 Sep,Germany,Organic Search,24.0,23.0,47.0,22.0,131.0,194.5648,,,,,,,1.0,25.0,4280.426,19.0,16.0,24.0,17.0,87.0,206.72993,,3.0,7.0,3514.409
927,2024-09 Sep,Germany,Direct,12.0,12.0,14.0,7.0,36.0,385.20087,,,,,,,0.0,7.0,2696.406,16.0,14.0,19.0,8.0,79.0,268.2171,,2.0,11.0,2145.7368
928,2024-09 Sep,Gabon,Organic Search,1.0,1.0,2.0,1.0,3.0,26.582123,,,,,,,0.0,1.0,26.582123,1.0,1.0,1.0,1.0,2.0,14.684557,,0.0,0.0,14.684557
929,2024-09 Sep,France,Organic Social,4.0,4.0,5.0,0.0,5.0,0.0,,,,,,,0.0,5.0,0.0,,,,,,,,,,
930,2024-09 Sep,France,Organic Search,1923.0,1579.0,2957.0,2047.0,8759.0,282.9149,,,,,,,344.0,910.0,579126.75,2100.0,1872.0,2801.0,1647.0,10498.0,195.61407,,228.0,1154.0,322176.38
931,2024-09 Sep,Finland,Direct,41.0,41.0,41.0,7.0,41.0,4.297713,,,,,,,0.0,34.0,30.08399,57.0,58.0,57.0,2.0,59.0,0.06341391,,-1.0,55.0,0.12682782
932,2024-09 Sep,India,Organic Search,17.0,16.0,22.0,17.0,325.0,1531.3124,,,,,,,1.0,5.0,26032.31,6.0,4.0,7.0,5.0,33.0,105.3763,,2.0,2.0,526.8815
933,2024-09 Sep,France,Direct,473.0,392.0,772.0,431.0,2044.0,323.58502,,,,,,,81.0,341.0,139465.14,459.0,404.0,682.0,346.0,2263.0,161.0675,,55.0,336.0,55729.355
934,2024-09 Sep,India,Direct,6.0,5.0,6.0,2.0,10.0,45.28109,,,,,,,1.0,4.0,90.56218,6.0,6.0,9.0,3.0,21.0,189.99133,,0.0,6.0,569.974
935,2024-09 Sep,Jersey,Organic Search,1.0,1.0,1.0,1.0,1.0,16.25075,,,,,,,0.0,0.0,16.25075,,,,,,,,,,
936,2024-09 Sep,Indonesia,Direct,5.0,4.0,13.0,11.0,43.0,259.07294,,,,,,,1.0,2.0,2849.8022,3.0,2.0,4.0,1.0,18.0,75.92928,,1.0,3.0,75.92928
937,2024-09 Sep,Italy,Organic Social,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
938,2024-09 Sep,Luxembourg,Direct,1.0,1.0,2.0,1.0,2.0,14.916678,,,,,,,0.0,1.0,14.916678,1.0,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,0.0
939,2024-09 Sep,Estonia,Direct,5.0,4.0,6.0,5.0,25.0,618.605,,,,,,,1.0,1.0,3093.025,,,,,,,,,,
940,2024-09 Sep,Lithuania,Organic Search,1.0,1.0,1.0,1.0,11.0,185.68626,,,,,,,0.0,0.0,185.68626,,,,,,,,,,
941,2024-09 Sep,Kyrgyzstan,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
942,2024-09 Sep,Kenya,Organic Search,2.0,2.0,2.0,1.0,2.0,91.01424,,,,,,,0.0,1.0,91.01424,,,,,,,,,,
943,2024-09 Sep,Jordan,Organic Search,1.0,1.0,1.0,1.0,1.0,42.46734,,,,,,,0.0,0.0,42.46734,,,,,,,,,,
944,2024-09 Sep,Japan,Direct,1.0,1.0,3.0,2.0,5.0,610.2012,,,,,,,0.0,1.0,1220.4023,1.0,1.0,1.0,1.0,14.0,1345.6327,,0.0,0.0,1345.6327
945,2024-09 Sep,Italy,Organic Search,19.0,14.0,34.0,20.0,105.0,304.0185,,,,,,,5.0,14.0,6080.37,13.0,13.0,14.0,12.0,66.0,151.42433,,0.0,2.0,1817.092
946,2024-09 Sep,Indonesia,Organic Search,15.0,13.0,17.0,10.0,54.0,217.97578,,,,,,,2.0,7.0,2179.7578,20.0,17.0,22.0,13.0,93.0,181.85347,,3.0,9.0,2364.0952
947,2024-09 Sep,Italy,Direct,9.0,7.0,23.0,15.0,79.0,360.75223,,,,,,,2.0,8.0,5411.283,6.0,6.0,7.0,4.0,34.0,170.1392,,0.0,3.0,680.5568
948,2024-09 Sep,Israel,Organic Search,1.0,1.0,1.0,1.0,2.0,427.86737,,,,,,,0.0,0.0,427.86737,,,,,,,,,,
949,2024-09 Sep,Ireland,Organic Social,3.0,3.0,3.0,3.0,3.0,29.85124,,,,,,,0.0,0.0,89.55372,3.0,3.0,3.0,0.0,3.0,0.0,,0.0,3.0,0.0
950,2024-09 Sep,Ireland,Organic Search,6.0,5.0,10.0,5.0,20.0,261.2753,,,,,,,1.0,5.0,1306.3765,,,,,,,,,,
951,2024-09 Sep,Ireland,Direct,34.0,34.0,34.0,2.0,34.0,1.2095948,,,,,,,0.0,32.0,2.4191897,1.0,1.0,1.0,0.0,1.0,4.215006,,0.0,1.0,0.0
952,2024-09 Sep,Iraq,Organic Search,1.0,1.0,1.0,0.0,1.0,1.241966,,,,,,,0.0,1.0,0.0,,,,,,,,,,
953,2024-09 Sep,Iran,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.38751,,0.0,1.0,0.0
954,2024-09 Sep,Estonia,Organic Search,5.0,5.0,9.0,7.0,49.0,1199.586,,,,,,,0.0,2.0,8397.103,1.0,1.0,2.0,2.0,28.0,660.3667,,0.0,0.0,1320.7334
955,2024-09 Sep,Philippines,Organic Search,6.0,6.0,7.0,2.0,6.0,202.41087,,,,,,,0.0,5.0,404.82175,2.0,1.0,2.0,0.0,2.0,4.1431103,,1.0,2.0,0.0
956,2024-09 Sep,Egypt,Organic Search,5.0,5.0,5.0,2.0,8.0,156.28647,,,,,,,0.0,3.0,312.57294,1.0,1.0,2.0,0.0,2.0,0.0,,0.0,2.0,0.0
957,2024-09 Sep,Egypt,Direct,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,7.643806,,0.0,0.0,7.643806
958,2024-09 Sep,Brazil,Organic Search,8.0,5.0,11.0,5.0,22.0,163.43216,,,,,,,3.0,6.0,817.16077,9.0,6.0,13.0,6.0,33.0,159.70132,,3.0,7.0,958.20795
959,2024-09 Sep,Brazil,Direct,4.0,3.0,6.0,2.0,13.0,339.45477,,,,,,,1.0,4.0,678.90955,2.0,0.0,2.0,1.0,4.0,22.081764,,2.0,1.0,22.081764
960,2024-09 Sep,Benin,Organic Search,2.0,2.0,3.0,3.0,7.0,656.273,,,,,,,0.0,0.0,1968.8191,,,,,,,,,,
961,2024-09 Sep,Belgium,Organic Search,76.0,70.0,93.0,58.0,197.0,187.03995,,,,,,,6.0,35.0,10848.317,83.0,78.0,107.0,51.0,260.0,93.92735,,5.0,56.0,4790.295
962,2024-09 Sep,Belgium,Direct,16.0,11.0,25.0,12.0,46.0,105.2759,,,,,,,5.0,13.0,1263.3108,17.0,16.0,33.0,18.0,151.0,165.25638,,1.0,15.0,2974.6147
963,2024-09 Sep,Bangladesh,Organic Search,2.0,2.0,2.0,1.0,2.0,99.64152,,,,,,,0.0,1.0,99.64152,,,,,,,,,,
964,2024-09 Sep,Bahrain,Organic Search,1.0,1.0,1.0,1.0,1.0,23.824533,,,,,,,0.0,0.0,23.824533,,,,,,,,,,
965,2024-09 Sep,Azerbaijan,Organic Search,2.0,2.0,3.0,2.0,3.0,243.7403,,,,,,,0.0,1.0,487.4806,1.0,1.0,1.0,1.0,3.0,1747.7812,,0.0,0.0,1747.7812
966,2024-09 Sep,Austria,Organic Search,1.0,1.0,1.0,0.0,1.0,1.86469,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.898744,,0.0,1.0,0.0
967,2024-09 Sep,Austria,Direct,21.0,21.0,21.0,2.0,21.0,2.3049688,,,,,,,0.0,19.0,4.6099377,19.0,19.0,19.0,0.0,19.0,0.0,,0.0,19.0,0.0
968,2024-09 Sep,Australia,Organic Search,6.0,5.0,8.0,3.0,24.0,275.54422,,,,,,,1.0,5.0,826.6327,2.0,2.0,3.0,2.0,7.0,36.741673,,0.0,1.0,73.483345
969,2024-09 Sep,Australia,Direct,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
970,2024-09 Sep,Angola,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
971,2024-09 Sep,Algeria,Organic Search,7.0,7.0,8.0,4.0,13.0,232.66884,,,,,,,0.0,4.0,930.67535,11.0,11.0,12.0,4.0,15.0,60.37964,,0.0,8.0,241.51855
972,2024-09 Sep,(INCONNU),Organic Search,3.0,3.0,4.0,2.0,6.0,61.541042,,,,,,,0.0,2.0,123.082085,2.0,2.0,2.0,2.0,14.0,104.93738,,0.0,0.0,209.87476
973,2024-09 Sep,(INCONNU),Direct,9.0,9.0,9.0,6.0,9.0,20.616867,,,,,,,0.0,3.0,123.7012,4.0,4.0,4.0,0.0,4.0,1.2637217,,0.0,4.0,0.0
974,2024-09 Sep,Madagascar,Direct,2.0,2.0,2.0,2.0,4.0,406.59323,,,,,,,0.0,0.0,813.18646,,,,,,,,,,
975,2024-09 Sep,Brazil,Referral,1.0,0.0,1.0,1.0,7.0,414.2798,,,,,,,1.0,0.0,414.2798,1.0,0.0,1.0,1.0,4.0,204.00424,,1.0,0.0,204.00424
976,2024-09 Sep,Bulgaria,Organic Search,1.0,1.0,2.0,0.0,1.0,0.0,,,,,,,0.0,2.0,0.0,,,,,,,,,,
977,2024-09 Sep,Burkina Faso,Organic Search,1.0,1.0,1.0,1.0,2.0,76.61177,,,,,,,0.0,0.0,76.61177,,,,,,,,,,
978,2024-09 Sep,Cyprus,Direct,1.0,0.0,15.0,2.0,49.0,225.43575,,,,,,,1.0,13.0,450.8715,,,,,,,,,,
979,2024-09 Sep,Djibouti,Organic Search,1.0,1.0,1.0,0.0,1.0,2.509059,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.012424,,0.0,1.0,0.0
980,2024-09 Sep,Denmark,Organic Search,4.0,3.0,11.0,6.0,22.0,162.54814,,,,,,,1.0,5.0,975.2888,3.0,3.0,4.0,3.0,17.0,55.345367,,0.0,1.0,166.0361
981,2024-09 Sep,Denmark,Direct,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
982,2024-09 Sep,Côte d’Ivoire,Organic Search,6.0,6.0,6.0,5.0,9.0,200.54593,,,,,,,0.0,1.0,1002.7296,5.0,5.0,7.0,2.0,10.0,35.75283,,0.0,5.0,71.50566
983,2024-09 Sep,Czechia,Organic Search,2.0,2.0,2.0,2.0,4.0,416.26202,,,,,,,0.0,0.0,832.52405,3.0,3.0,9.0,5.0,32.0,218.86551,,0.0,4.0,1094.3275
984,2024-09 Sep,Czechia,Direct,1.0,0.0,23.0,2.0,27.0,25.448475,,,,,,,1.0,21.0,50.89695,4.0,4.0,10.0,3.0,27.0,108.09752,,0.0,7.0,324.29254
985,2024-09 Sep,Cyprus,Organic Search,1.0,1.0,2.0,0.0,1.0,0.0,,,,,,,0.0,2.0,0.0,,,,,,,,,,
986,2024-09 Sep,Croatia,Organic Search,2.0,2.0,4.0,1.0,6.0,10.719007,,,,,,,0.0,3.0,10.719007,,,,,,,,,,
987,2024-09 Sep,Burundi,Organic Search,1.0,1.0,1.0,1.0,1.0,221.65242,,,,,,,0.0,0.0,221.65242,3.0,3.0,3.0,1.0,6.0,480.7744,,0.0,2.0,480.7744
988,2024-09 Sep,Colombia,Organic Search,1.0,1.0,1.0,1.0,1.0,123.372025,,,,,,,0.0,0.0,123.372025,1.0,1.0,1.0,1.0,3.0,65.72921,,0.0,0.0,65.72921
989,2024-09 Sep,China,Organic Search,12.0,11.0,16.0,10.0,41.0,275.1088,,,,,,,1.0,6.0,2751.088,36.0,36.0,40.0,4.0,50.0,17.949802,,0.0,36.0,71.79921
990,2024-09 Sep,China,Direct,6.0,3.0,8.0,6.0,20.0,216.51625,,,,,,,3.0,2.0,1299.0975,8.0,7.0,8.0,3.0,30.0,72.358444,,1.0,5.0,217.07533
991,2024-09 Sep,Chile,Direct,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
992,2024-09 Sep,Canada,Organic Search,19.0,19.0,23.0,14.0,42.0,206.45216,,,,,,,0.0,9.0,2890.3303,22.0,22.0,22.0,10.0,41.0,87.97668,,0.0,12.0,879.7668
993,2024-09 Sep,Canada,Direct,6.0,6.0,8.0,5.0,23.0,662.6734,,,,,,,0.0,3.0,3313.367,1.0,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,0.0
994,2024-09 Sep,Cambodia,Organic Search,1.0,1.0,1.0,1.0,1.0,73.914505,,,,,,,0.0,0.0,73.914505,,,,,,,,,,
